Project Reference,Academic Year,Mobility Start Month,Mobility End Month,Mobility Duration,Activity (mob),Field of Education,Participant Nationality,Education Level,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending Country Code,Sending City,Sending Organization,Sending Organisation Erasmus Code,Receiving Country Code,Receiving City,Receiving Organization,Receiving Organisation Erasmus Code,Participants
2018-1-DE01-KA103-004033,2018-2019,2018-08,2018-12,113.0,Student mobility for studies between Programme Countries,Biology,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,DE,Göttingen,GEORG-AUGUST-UNIVERSITAT GOTTINGENSTIFTUNG OFFENTLICHEN RECHTS,D  GOTTING01,FI,Helsinki,HELSINGIN YLIOPISTO,SF HELSINK01,1.0
2018-3-DE04-KA105-017341,2019-2020,2019-08,2019-08,12.0,Youth Exchanges - Programme Countries,? Unknown ?,EE,??? - ? Unknown ?,Male,Learner,No,No,Yes,23,EE,Tartu,MTÜ Noored Toredate Mõtetega,-,RO,Sovata,ASOCIATIA SOCIETATEA PENTRU TINERET OUTWARD BOUND ROMANIA,-,1.0
2018-1-AT01-KA103-038758,2019-2020,2019-05,2019-05,5.0,Staff mobility for teaching between Programme Countries,"Education, not further defined",AT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,-,AT,WIEN,KIRCHLICHE PADAGOGISCHE HOCHSCHULE WIEN,A  WIEN10,NL,Utrecht,"Stichting Protestants Christelijk Hoger Beroepsonderwijs Utrecht, Marnix Academie",-,1.0
2018-1-DE01-KA103-003796,2019-2020,2019-02,2019-02,5.0,Staff mobility for training between Programme Countries,? Unknown ?,DE,??? - ? Unknown ?,Male,Staff,No,No,No,-,DE,Rostock,UNIVERSITAET ROSTOCK,D  ROSTOCK01,FI,Abo,ABO AKADEMI,-,1.0
2017-1-EL01-KA103-035221,2017-2018,2017-10,2018-01,90.0,Student mobility for traineeships between Programme Countries,Sociology and cultural studies,EL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,23,EL,ΚΑΛΛΙΘΕΑ,PANTEIO PANEPISTIMIO KOINONIKON KAIPOLITIKON EPISTIMON,G  KALLITH02,UK,Romford,London Borough of Havering,-,1.0
2017-1-RS01-KA105-000101,2017-2018,2017-10,2017-10,10.0,Youth Exchanges - Programme Countries,? Unknown ?,RS,??? - ? Unknown ?,Female,Learner,No,Yes,No,24,RS,Novi Sad,INZENJERI ZASTITE ZIVOTNE SREDINE UDRUZENJE,-,RS,Rudnik,INZENJERI ZASTITE ZIVOTNE SREDINE UDRUZENJE,-,2.0
2017-1-SK01-KA103-034961,2017-2018,2017-10,2018-01,111.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",SK,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23,SK,KOSICE,UNIVERZITA PAVLA JOZEFA SAFARIKA V KOSICIACH,SK KOSICE02,EL,KALLITHEA ATHINA,PANTEIO PANEPISTIMIO KOINONIKON KAIPOLITIKON EPISTIMON,G  KALLITH02,1.0
2015-1-PT01-KA103-012542,2016-2017,2016-05,2016-05,3.0,Staff mobility for teaching between Programme Countries,"Social and behavioural sciences, not elsewhere classified",PT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Staff,No,No,No,-,PT,Evora,UNIVERSIDADE DE EVORA,P  EVORA01,ES,MADRID,UNIVERSIDAD COMPLUTENSE DE MADRID,E  MADRID03,1.0
2014-1-AT02-KA105-000025,2014-2015,2014-12,2014-12,7.0,Mobility of youth workers - Programme Countries,? Unknown ?,AT,??? - ? Unknown ?,Female,Staff,No,No,Yes,48,AT,Linz,Kinderfreunde Mühlviertel,-,AT,Klaffer am Hochficht,Kinderfreunde Mühlviertel,-,1.0
2018-2-RO01-KA105-049958,2019-2020,2019-02,2019-02,7.0,Youth Exchanges - Programme Countries,? Unknown ?,FR,??? - ? Unknown ?,Male,Learner,No,No,No,20,FR,Evran,En root,-,RO,Ocna Sugatag,Asociatia Szigeti Magyar Ifjusági Szervezet,-,1.0
2016-1-UK01-KA107-024017,2018-2019,2018-05,2018-05,5.0,Staff mobility for Teaching To/From Partner Countries,Sports,UK,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Male,Staff,No,No,No,-,UK,Cardiff,CARDIFF METROPOLITAN UNIVERSITY,UK CARDIFF05,LB,Damour,Modern University for Business and Science,-,1.0
2017-1-DE01-KA103-003045,2017-2018,2017-08,2017-12,128.0,Student mobility for studies between Programme Countries,Management and administration,DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,24,DE,IDSTEIN,HOCHSCHULE FRESENIUS GEMEINNUTZIGEGMBH,D  IDSTEIN01,NO,ELVERUM,HOGSKOLEN I INNLANDET,N  ELVERUM02,1.0
2018-1-UK01-KA103-047207,2019-2020,2019-09,2019-12,108.0,Student mobility for studies between Programme Countries,"Social and behavioural sciences, not further defined",UK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,UK,LONDON,GOLDSMITHS' COLLEGE,UK LONDON012,DK,KOBENHAVN,KOBENHAVNS UNIVERSITET,DK KOBENHA01,1.0
2017-1-MK01-KA102-035243,2017-2018,2017-11,2017-12,5.0,Staff training abroad,Education,MK,??? - ? Unknown ?,Female,Staff,No,No,No,47,MK,Veles,Sredno strucno opstinsko uciliste Kole Nedelkovski Veles,-,BG,SOFIA,MEZHDUNARODEN CENTAR ZA RAZVITIE NA OBRAZOVANIETO I OBUCHENIETO,-,1.0
2018-1-SK01-KA102-046199,2019-2020,2019-09,2019-09,18.0,Mobility of VET learners (2 weeks up to 3 months),Education,SK,ISCED-3 - Upper secondary education,Female,Learner,No,Yes,No,18,SK,Humenne,Stredna zdravotnicka skola,-,CZ,Třebíč,"Vyssi odborna skola a Stredni skola veterinarni, zemedelska a zdravotnicka Trebic",-,2.0
2016-1-NO02-KA105-000682,2016-2017,2016-07,2016-07,2.0,Advance Planning Visit – Youth Exchange,? Unknown ?,CZ,??? - ? Unknown ?,Female,Learner,No,No,Yes,19,CZ,Česká Lípa,Farní charita Ceska Lipa,-,PL,Kwidzyn,Stowarzyszenie Akwedukt,-,1.0
2019-1-TR01-KA105-070866,2019-2020,2019-11,2019-12,8.0,Youth Exchanges - Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Male,Learner,No,Yes,Yes,20,RO,RESITA,ASOCIATIA NEVO PARUDIMOS,-,TR,İstanbul,Active EuroYouth,-,1.0
2018-1-NL01-KA103-038566,2018-2019,2018-08,2019-01,151.0,Student mobility for studies between Programme Countries,"Engineering and engineering trades, not further defined",NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20,NL,Delft,TECHNISCHE UNIVERSITEIT DELFT,NL DELFT01,SE,UNKNOWN,LUNDS UNIVERSITET,-,1.0
2017-1-PL01-KA102-037776,2018-2019,2018-04,2018-05,26.0,VET learners traineeships in companies abroad,"Hotel, restaurants and catering",PL,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,21,PL,Bolków,Zespol Szkol i Placowek im. W. Witosa w Bolkowie,-,PT,Cuba Alentejo,Associação Educativa Nacional de Inclusão e Inovação nas Escolas- AENIE,-,1.0
2015-2-EE01-KA105-013563,2015-2016,2015-12,2015-12,8.0,Mobility of youth workers - Programme Countries,? Unknown ?,UK,??? - ? Unknown ?,Male,Staff,No,Yes,No,30,UK,Keelby,Act Global CIC,-,EE,Vidrike,SEIKLEJATE VENNASKOND,-,1.0
2014-1-DE02-KA102-000097,2015-2016,2015-11,2015-11,17.0,VET learners traineeships in vocational institutes abroad,Training for pre-school teachers,DE,??? - ? Unknown ?,Female,Learner,No,No,No,22,DE,Neunkirchen,"Edith-Stein-Schule, Akademie für Erzieher, Bischöfliche Fachschule für Sozialpädagogik",-,FR,MALAKOFF,Centre L'Horizon,F  PARIS380,1.0
2014-1-NO01-KA101-000197,2016-2017,2016-04,2016-04,5.0,Staff training abroad,Education,NO,??? - ? Unknown ?,Female,Staff,No,No,No,47,NO,Billingstad,Holmen barnehage,-,UK,Auchterarder,Mindstretchers Ltd,-,1.0
2017-1-PT01-KA103-035297,2018-2019,2018-02,2018-07,144.0,Student mobility for studies between Programme Countries,"Travel, tourism and leisure",PT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,PT,TOMAR,INSTITUTO POLITECNICO DE TOMAR,P  TOMAR01,BE,MECHELEN,THOMAS MORE MECHELEN-ANTWERPEN,B  MECHELE14,1.0
2014-1-TR01-KA103-000807,2014-2015,2014-09,2015-01,138.0,Student mobility for studies between Programme Countries,"Business and administration, not elsewhere classified",TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,TR,Nevsehir,NEVSEHIR HACI BEKTAS VELI UNIVERSITY,TR NEVSEHI02,LT,Klaipeda,Klaipedos valstybine kolegija,LT KLAIPED09,1.0
2019-1-ES01-KA103-061622,2019-2020,2019-10,2020-02,140.0,Student mobility for studies between Programme Countries,Audio-visual techniques and media production,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,ES,VALENCIA,Escuela de arte y superior de Diseño de Valencia,E  VALENCI13,IT,ROMA,Rome University of Fine Arts,I  ROMA25,1.0
2015-1-IT01-KA102-004457,2016-2017,2016-07,2016-08,35.0,VET learners traineeships in companies abroad,"Business, administration and law",IT,??? - ? Unknown ?,Female,Learner,No,No,No,17,IT,REGGIO EMILIA,ISTITUTO SCARUFFI LEVI  TRICOLORE,-,DE,Leipzig,R.ewa Consulting,-,4.0
2015-1-BG01-KA105-013468,2015-2016,2015-10,2015-10,8.0,Mobility of youth workers - Partner Countries,? Unknown ?,RS,??? - ? Unknown ?,Female,Staff,No,No,No,24,RS,Belgrade,Youth support alliance,-,BG,Berkovitsa,AIM,-,1.0
2016-1-PL01-KA107-024503,2017-2018,2017-04,2017-04,5.0,Staff mobility for Teaching To/From Partner Countries,"Security services, not further defined",IN,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Staff,No,No,No,-,IN,PUNE,THE SAVITRIBAI PHULE PUNE UNIVERSITY,-,PL,Nysa,Panstwowa Wyzsza Szkola Zawodowa w Nysie,PL NYSA01,1.0
2018-2-EE01-KA105-047207,2018-2019,2018-12,2018-12,7.0,Youth Exchanges - Programme Countries,? Unknown ?,EE,??? - ? Unknown ?,Female,Learner,No,No,No,25,EE,TALLINN,MITTETULUNDUSUHING YOUTH SENATE TALLINN,-,EE,Palmse,MITTETULUNDUSUHING YOUTH SENATE TALLINN,-,1.0
2014-1-NL01-KA102-000020,2015-2016,2015-11,2015-12,32.0,VET learners traineeships in vocational institutes abroad,"Hotel, restaurants and catering",NL,??? - ? Unknown ?,Male,Learner,No,No,No,18,NL,Sneek,Stichting voor Christelijk beroepsonderwijs en volwassen educatie Friesland/Flevoland,-,SE,Vilhelmina,"Zweden, Folkets Hus, Malgomajskolan",-,1.0
2018-1-SE01-KA102-038791,2018-2019,2018-08,2018-08,28.0,Mobility of VET learners (2 weeks up to 3 months),"Agriculture, not elsewhere classified",SE,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,18,SE,Reftele,Stora Segerstad naturbrukscentrum,-,IE,Portarlington,Equipeople Ltd,-,1.0
2019-2-PT02-KA105-006138,2019-2020,2019-11,2019-11,6.0,Youth Exchanges - Programme Countries,? Unknown ?,LT,??? - ? Unknown ?,Female,Learner,No,No,No,20,LT,SEMELISKIU MSTL. ELEKTRENU SAV,VIESOJI ISTAIGA SEMELISKIU BENDRUOMENES INICIATYVOS,-,PT,Fundão,Histerico - Associacao de Artes,-,2.0
2017-1-DE02-KA102-003880,2018-2019,2018-03,2018-04,27.0,VET learners traineeships in vocational institutes abroad,"Business and administration, not elsewhere classified",DE,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,17,DE,SOEST,KREIS SOEST,-,IE,Malahide,INI Intern-National Ireland Ltd,-,2.0
2017-1-RO01-KA105-036333,2017-2018,2017-08,2017-09,9.0,Youth Exchanges - Programme Countries,? Unknown ?,CN,??? - ? Unknown ?,Male,Learner,No,No,Yes,24,ES,BADALONA,ASOCIACION MUNDUS - UN MUNDO A TUS PIES,-,RO,Horezu,"Asociatia ""Centrul pentru Dezvoltarea Instrumentelor Structurale""",-,1.0
2016-1-FR01-KA102-022871,2017-2018,2017-04,2017-04,19.0,VET learners traineeships in companies abroad,Personal services,FR,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,18,FR,SEYSSEL,MFR SEYSSEL,-,HR,PULA,Dje?ji Vrti? KU?ICA OD LICITRA,-,2.0
2015-1-BG01-KA105-013603,2015-2016,2015-09,2015-09,2.0,Advance Planning Visit – Youth Exchange,? Unknown ?,BG,??? - ? Unknown ?,Female,Learner,No,No,No,42,BG,Burgas,Profilirana gimnazia s prepodavane na angliiski ezik Geo Milev,-,BY,Minsk,"Molodezhnoje obschestvennoe objedinenije ""ALTERA""",-,1.0
2016-1-TR01-KA107-032815,2017-2018,2017-09,2018-01,116.0,Student mobility for Studies To/From Partner Countries,Teacher training with subject specialization,MN,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23,MN,Ulaanbaatar,Graduate University of Mongolia,-,TR,ANKARA,MIDDLE EAST TECHNICAL UNIVERSITY,TR ANKARA04,1.0
2019-1-PT01-KA101-060519,2019-2020,2019-10,2019-10,5.0,Structured Courses/Training Events,Teacher training with subject specialization,PT,??? - ? Unknown ?,Female,Staff,No,No,No,49,PT,Paço de Arcos,Agrupamento de Escolas de Paço de Arcos,-,FR,Vichy,CAVILAM - Alliance française,-,1.0
2015-1-UK01-KA102-012973,2016-2017,2016-06,2016-07,22.0,VET learners traineeships in companies abroad,"Travel, tourism and leisure",UK,??? - ? Unknown ?,Male,Learner,No,No,No,18,UK,BIRMINGHAM,UNIVERSITY COLLEGE BIRMINGHAM,UK BIRMING04,CY,LIMASSOL,D & C HOLIDAYS LIMITED,-,1.0
2017-1-RO01-KA107-035813,2019-2020,2019-05,2019-05,5.0,Staff mobility for Teaching To/From Partner Countries,"Languages, not further defined",RO,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,-,RO,PITESTI,UNIVERSITATEA DIN PITESTI,RO PITESTI01,AL,VLORE,UNIVERSITETIT TE VLORES,-,1.0
2016-1-TR01-KA103-027432,2017-2018,2017-07,2017-09,61.0,Student mobility for traineeships between Programme Countries,"Information and Communication Technologies (ICTs), not further defined",TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,TR,Istanbul,GALATASARAY UNIVERSITY,TR ISTANBU02,ES,BARCELONA,BCNLIP LANGUAGE SCHOOL,-,1.0
2015-1-FR01-KA103-013836,2016-2017,2016-04,2016-06,60.0,Student mobility for traineeships between Programme Countries,"Health and Welfare, inter-disciplinary programmes",FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24,FR,BREST,Institut Régional de Formation Sanitaire et Sociale Croix-Rouge française Bretagne,F  BREST27,BE,LIEGE,CENTRE HOSPITALIER REGIONAL LA CITADELLE,-,1.0
2018-1-FR01-KA103-046756,2019-2020,2019-06,2019-08,83.0,Student mobility for traineeships between Programme Countries,"Business and administration, not further defined",FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,FR,LA ROCHELLE,Excelia Group,F  LA-ROCH07,PT,FUNCHAL - MADERE,TOP OF TRAVEL,-,1.0
2017-1-HR01-KA102-035147,2018-2019,2018-08,2018-08,14.0,VET learners traineeships in companies abroad,Education science,HR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,48,HR,Osijek,Elektrotehnicka i prometna skola Osijek,-,UK,Torquay,The Training Partnership Ltd,-,1.0
2015-1-IT02-KA103-013242,2016-2017,2016-03,2016-09,182.0,Student mobility for studies between Programme Countries,Management and administration,GH,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,29,IT,SIENA,UNIVERSITA' DEGLI STUDI DI SIENA,I  SIENA01,DE,OLDENBURG,CARL VON OSSIETZKY UNIVERSITAET OLDENBURG,D  OLDENBU01,1.0
2017-1-CY01-KA103-026606,2018-2019,2018-06,2018-06,5.0,Staff mobility for training between Programme Countries,? Unknown ?,CY,??? - ? Unknown ?,Female,Staff,No,No,No,-,CY,NICOSIA,UNIVERSITY OF CYPRUS,CY NICOSIA01,FR,CERGY PONTOISE CEDEX,ASSOCIATION GROUPE ESSEC,F  CERGY03,1.0
2017-1-ES02-KA105-009276,2017-2018,2017-06,2017-06,2.0,Advance Planning Visit – Youth Exchange,? Unknown ?,IE,??? - ? Unknown ?,Male,Learner,No,No,Yes,53,IE,Newbridge,Crooked House Theatre Company,-,ES,Organy�,ASSOCIACIO PIRINEUS CREATIUS,-,1.0
2018-1-RO01-KA103-047417,2019-2020,2019-07,2019-09,61.0,Student mobility for traineeships between Programme Countries,Pharmacy,RO,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,23,RO,TARGU MURES,"Universitatea de Medicina, Farmacie, Stinte si Tehnologie George Emil Palade din Tirgu Mures",RO TARGU02,ES,MARBELLA,Farmacia Berdaguer 24H,-,1.0
2019-1-NL01-KA103-060050,2019-2020,2019-09,2019-12,108.0,Student mobility for studies between Programme Countries,"Information and Communication Technologies (ICTs), not further defined",NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,NL,Zwolle,STICHTING CHRISTELIJKE HOGESCHOOL WINDESHEIM,NL ZWOLLE05,IE,Waterford,WATERFORD INSTITUTE OF TECHNOLOGY,IRLWATERFO01,1.0
2015-1-IT02-KA103-013322,2016-2017,2016-02,2016-04,64.0,Student mobility for traineeships between Programme Countries,"Languages, not further defined",IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22,IT,FISCIANO SA,UNIVERSITA DEGLI STUDI DI SALERNO,I  SALERNO01,ES,SALAMANCA,UNIVERSIDAD DE SALAMANCA,E  SALAMAN02,1.0
2017-1-FR01-KA103-035562,2017-2018,2017-09,2018-06,296.0,Student mobility for studies between Programme Countries,Mechanics and metal trades,DZ,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21,FR,NANCY CEDEX,UNIVERSITE DE LORRAINE,F  NANCY43,ES,GETAFE (MADRID),UNIVERSIDAD CARLOS III DE MADRID,E  MADRID14,1.0
2017-1-PL01-KA102-036488,2018-2019,2018-05,2018-06,26.0,VET learners traineeships in companies abroad,"Hotel, restaurants and catering",PL,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,18,PL,Bytom,Zespol Szkol Gastronomiczno-Hotelarskich w Bytomiu,-,CY,Limassol,KANIKA HOTELS LTD,-,4.0
2016-1-PL01-KA103-023577,2016-2017,2016-09,2017-01,135.0,Student mobility for studies between Programme Countries,Economics,PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,22,PL,WARSZAWA,SZKOLA GLOWNA GOSPODARSTWA WIEJSKIEGO,PL WARSZAW05,IT,MILANO,UNIVERSITA DEGLI STUDI DI MILANO,I  MILANO01,2.0
2018-1-ES01-KA103-047784,2018-2019,2018-09,2019-02,152.0,Student mobility for studies between Programme Countries,Management and administration,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21,ES,GETAFE (MADRID),UNIVERSIDAD CARLOS III DE MADRID,E  MADRID14,PL,WROCLAW,UNIWERSYTET EKONOMICZNY WE WROCLAWIU,PL WROCLAW03,1.0
2016-1-TR01-KA103-026829,2017-2018,2017-06,2017-08,61.0,Student mobility for traineeships between Programme Countries,Mechanics and metal trades,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,TR,MASLAK ISTANBUL,ISTANBUL TEKNIK UNIVERSITESI,TR ISTANBU04,CZ,Prague,Institute of Macromolecular Chemistry,-,1.0
2015-1-SE02-KA105-001134,2015-2016,2015-11,2015-11,10.0,Youth Exchanges - Partner Countries,? Unknown ?,MD,??? - ? Unknown ?,Male,Learner,No,Yes,No,20,MD,Beltsi,"NGO ""Factory of talents""",-,BY,Minsk,"Molodezhnoje obschestvennoe objedinenije ""ALTERA""",-,1.0
2017-1-FR01-KA103-035751,2017-2018,2017-09,2018-06,250.0,Student mobility for studies between Programme Countries,"Languages, not further defined",FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19,FR,Chambery et Annecy,UNIVERSITE SAVOIE MONT BLANC,F  CHAMBER01,UK,Cardiff,CARDIFF UNIVERSITY,UK CARDIFF01,1.0
2014-1-DE02-KA102-000731,2016-2017,2016-05,2016-05,26.0,VET learners traineeships in vocational institutes abroad,Business and administration,DE,??? - ? Unknown ?,Male,Learner,No,No,No,21,DE,Bonn,sequa gGmbH,-,ES,Madrid,International Formation Center S.L.,-,1.0
2015-1-FR01-KA103-013608,2015-2016,2015-08,2016-06,282.0,Student mobility for studies between Programme Countries,"Engineering and engineering trades, not further defined",FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,21,FR,NANTES CEDEX 3,ECOLE CENTRALE DE NANTES,F  NANTES07,SE,STOCKHOLM,KUNGLIGA TEKNISKA HOEGSKOLAN,S  STOCKHO04,1.0
2016-1-IT02-KA103-022871,2016-2017,2016-08,2017-02,161.0,Student mobility for studies between Programme Countries,Marketing and advertising,IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,24,IT,FOGGIA,UNIVERSITA DEGLI STUDI DI FOGGIA,I  FOGGIA03,ES,CORDOBA,UNIVERSIDAD DE CORDOBA,E  CORDOBA01,1.0
2014-2-DE02-KA102-001680,2016-2017,2016-03,2016-03,14.0,VET learners traineeships in vocational institutes abroad,Care of the elderly and of disabled adults,DE,??? - ? Unknown ?,Male,Learner,No,No,No,26,DE,Bremen,Diakonisches Werk Bremen e.V.,-,LV,Riga,EvangeliR?GAS J?ZUS EVA???LISKI LUTERISK? DRAUDZE,-,1.0
2017-1-BE01-KA103-024666,2017-2018,2017-09,2018-02,129.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",BE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,BE,BRUXELLES+,ECOLE PRATIQUE DES HAUTES ETUDES COMMERCIALES,B  BRUXEL82,CZ,Praha 10,"Vysoka skola financni a spravni, a.s./University of Finance and Administration",CZ PRAHA13,1.0
2016-2-ES02-KA105-008299,2016-2017,2016-11,2016-11,7.0,Mobility of youth workers - Partner Countries,? Unknown ?,MT,??? - ? Unknown ?,Female,Staff,No,Yes,No,25,MT,Hamrun,PRISMS,-,ES,Padul (Granada),Asociación Juvenil Padul en Acción,-,1.0
2018-1-DE01-KA103-003797,2019-2020,2019-02,2019-03,5.0,Staff mobility for teaching between Programme Countries,History and archaeology,DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Staff,No,No,No,-,DE,Leipzig,UNIVERSITAET LEIPZIG,D  LEIPZIG01,CZ,Praha,UNIVERZITA KARLOVA,-,1.0
2019-1-DK01-KA105-060144,2019-2020,2019-10,2019-10,6.0,Youth Exchanges - Programme Countries,? Unknown ?,DK,??? - ? Unknown ?,Male,Learner,No,No,No,24,DK,K�benhavn,Fonden Kantara,-,IT,Isola delle Femmine,Addiopizzo Travel cooperativa sociale a r.l.,-,2.0
2016-1-FR01-KA103-022197,2016-2017,2016-09,2017-01,129.0,Student mobility for studies between Programme Countries,Handicrafts,FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,FR,Paris 11,Institut de Communication Nantais.,F  NANTES73,UK,FALMOUTH CORNWALL,FALMOUTH UNIVERSITY,UK FALMOUT01,1.0
2014-1-RO01-KA102-000615,2015-2016,2015-03,2015-04,28.0,VET learners traineeships in companies abroad,Environment,RO,??? - ? Unknown ?,Male,Learner,No,No,No,16,RO,Horezu,Liceul Constantin Brancoveanu,-,ES,Granada,La Unión de Pequeños Agricultores y Ganaderos,-,1.0
2018-2-FR02-KA105-014820,2019-2020,2019-02,2019-03,7.0,Youth Exchanges - Programme Countries,? Unknown ?,ES,??? - ? Unknown ?,Male,Learner,No,No,No,25,ES,Albacete,Chance,-,FR,Saxon-Sion,ASS CULTURE SPORTS ET SANTE MESSINE,-,1.0
2016-1-DE01-KA103-002685,2016-2017,2016-09,2017-02,140.0,Student mobility for studies between Programme Countries,Music and performing arts,DE,ISCED-9 - Not elsewhere classified,Female,Learner,No,No,No,26,DE,Marburg,PHILIPPS UNIVERSITAET MARBURG,D  MARBURG01,IT,PADOVA,UNIVERSITA DEGLI STUDI DI PADOVA,I  PADOVA01,1.0
2018-3-BE05-KA105-002585,2019-2020,2019-10,2019-11,7.0,Mobility of youth workers - Partner Countries,? Unknown ?,ES,??? - ? Unknown ?,Male,Staff,No,No,No,49,ES,Madrid,AFS Intercultura España,-,DK,Odense,AFS Interkultur,-,1.0
2014-1-DE01-KA103-000343,2015-2016,2015-05,2015-07,88.0,Student mobility for traineeships between Programme Countries,"Biological and related sciences, not elsewhere classifed",DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,24,DE,BRAUNSCHWEIG,TECHNISCHE UNIVERSITAT BRAUNSCHWEIG,D  BRAUNSC01,UK,LONDON,UNIVERSITY COLLEGE LONDON,UK LONDON029,1.0
2017-1-PL01-KA103-036230,2017-2018,2017-09,2018-01,125.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21,PL,GDANSK,UNIWERSYTET GDANSKI,PL GDANSK01,CZ,Praga,Vysoka skola ekonomie a managementu a.s.,CZ USTINAD02,1.0
2017-1-IT02-KA103-036406,2018-2019,2018-02,2018-07,163.0,Student mobility for studies between Programme Countries,"Engineering and engineering trades, not further defined",MA,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,24,IT,MODENA,UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA,I  MODENA01,HR,PULA,POLITEHNIKA PULA - VISOKA TEHNICKO--POSLOVNA SKOLA S PRAVOM JAVNOSTI,HR PULA02,1.0
2018-3-SE02-KA105-002379,2019-2020,2019-09,2019-09,8.0,Youth Exchanges - Programme Countries,? Unknown ?,UK,??? - ? Unknown ?,Female,Learner,No,No,No,22,UK,Cardiff,Horn Development Association Community Interest Company HDA,-,SE,Göteborg,Västra Götalands Debattförening,-,2.0
2016-1-PL01-KA103-023391,2017-2018,2017-07,2017-07,5.0,Staff mobility for training between Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Staff,No,No,No,-,PL,WARSZAWA,UNIWERSYTET WARSZAWSKI,PL WARSZAW01,AT,Wiedeń,Albertina,-,1.0
2015-1-DE01-KA103-001888,2015-2016,2015-08,2016-01,140.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22,DE,Bremen,Hochschule Bremen,D  BREMEN04,SE,Kalmar and V�xj�,LINNEUNIVERSITETET,S  VAXJO03,1.0
